adrass,date,squre,price for meter,num of rooms,flor,year build,Day,Month,Year,total price
שניאור זלמן 9,10.6.2012,88,10795,4.0,3,1996,10,6,2012,949960.0
הרב נורוק 12,7.6.2012,36,19861,3.0,2,1970,7,6,2012,714996.0
אנילביץ 35,3.6.2012,60,12333,3.0,0,1960,3,6,2012,739980.0
"עגנון ש""י 1",3.6.2012,52,15384,3.5,2,1970,3,6,2012,799968.0
פוזננסקי מנחם 3,31.5.2012,50,4665,2.0,2,1995,31,5,2012,233250.0
שמואל שרירא 44-48 ראשון לציון,30.5.2012,63,13888,3.0,1,1960,30,5,2012,874944.0
"עגנון ש""י 5",24.5.2012,44,19204,4.0,0,1960,24,5,2012,844976.0
שניאור זלמן 28,24.5.2012,47,13510,2.0,0,1960,24,5,2012,634970.0
סנש חנה 6,22.5.2012,95,8789,5.0,0,1970,22,5,2012,834955.0
אנילביץ 21,20.5.2012,43,16279,3.0,2,1995,20,5,2012,699997.0
אנילביץ 2,20.5.2012,50,12600,2.0,1,1960,20,5,2012,630000.0
ספינת השלושה 15,15.5.2012,35,17628,2.5,2,1975,15,5,2012,616980.0
הכנסת 11,9.5.2012,58,9310,3.0,2,2000,9,5,2012,539980.0
משורר השואה 6,6.5.2012,56,10803,3.0,4,1970,6,5,2012,604968.0
הדוגית 70,3.5.2012,84,15357,3.5,8,1998,3,5,2012,1289988.0
תורה ועבודה 15,22.4.2012,90,8000,4.0,4,1960,22,4,2012,720000.0
סנש חנה 8,17.4.2012,56,13928,3.0,3,1800,17,4,2012,779968.0
קורצ'ק יאנוש 8,17.4.2012,79,12278,4.0,5,2006,17,4,2012,969962.0
שניאור זלמן 44,5.4.2012,40,11125,2.0,3,2000,5,4,2012,445000.0
שניאור זלמן 37,30.3.2012,55,12000,3.0,3,1960,30,3,2012,660000.0
הדוגית 70,28.3.2012,84,13333,3.5,4,1994,28,3,2012,1119972.0
"ש""י עגנון 30",25.3.2012,53,9056,2.0,3,1970,25,3,2012,479968.0
כהן יעקב 40,22.3.2012,35,12857,2.0,0,1800,22,3,2012,449995.0
גולינקין 1,21.3.2012,47,13191,3.0,3,1963,21,3,2012,619977.0
"שז""ר זלמן 37",20.3.2012,47,14893,3.0,1,2000,20,3,2012,699971.0
הכנסת 11,18.3.2012,46,12608,3.0,2,1974,18,3,2012,579968.0
"ש""י עגנון 4",15.3.2012,39,15384,3.0,1,1964,15,3,2012,599976.0
החלוץ 7,8.3.2012,79,15189,4.0,2,1999,8,3,2012,1199931.0
"עגנון ש""י 11",16.2.2012,42,15714,3.0,3,1969,16,2,2012,659988.0
צייטלין 22,5.2.2012,48,15625,1.0,2,1960,5,2,2012,750000.0
"עגנון ש""י 15",3.2.2012,42,14285,3.5,3,1970,3,2,2012,599970.0
אנילביץ 41,2.2.2012,57,11087,3.0,4,1960,2,2,2012,631959.0
קורצ'ק יאנוש 12,30.1.2012,64,13828,3.0,1,1970,30,1,2012,884992.0
ספינת השלושה 10,30.1.2012,100,8350,4.0,0,2000,30,1,2012,835000.0
תדהר דוד 6,26.1.2012,75,10000,3.5,1,1960,26,1,2012,750000.0
אנילביץ 15,17.1.2012,35,14571,2.0,2,1970,17,1,2012,509985.0
נתן שלמה 8,17.1.2012,50,18300,3.0,0,1980,17,1,2012,915000.0
כהן יעקב 40,5.1.2012,49,8571,2.0,1,1962,5,1,2012,419979.0
צייטלין 18,26.12.2011,93,7311,4.0,3,1965,26,12,2011,679923.0
אנילביץ 16,23.12.2011,57,12192,3.0,0,1975,23,12,2011,694944.0
אריאב חיים 8,22.12.2011,39,16025,3.0,1,1967,22,12,2011,624975.0
תורה ועבודה 13,15.12.2011,39,14230,2.0,1,1970,15,12,2011,554970.0
סנש חנה 5,12.12.2011,35,15942,2.0,0,1965,12,12,2011,557970.0
שניאור זלמן 14,5.12.2011,64,13593,3.0,5,1992,5,12,2011,869952.0
נתן שלמה 10,22.11.2011,81,12098,3.0,0,2000,22,11,2011,979938.0
אריאב חיים 2,16.11.2011,36,15833,2.0,2,1970,16,11,2011,569988.0
סנש חנה 11,13.11.2011,36,15972,2.5,3,2000,13,11,2011,574992.0
שניאור זלמן 7,9.11.2011,64,10953,3.0,1,1988,9,11,2011,700992.0
אנילביץ 19,7.11.2011,36,20833,3.0,2,1975,7,11,2011,749988.0
צייטלין 22,4.11.2011,70,9571,3.0,3,1975,4,11,2011,669970.0
הרב מינץ 8,24.10.2011,86,7441,4.0,2,1950,24,10,2011,639926.0
הרב נורוק 2,17.10.2011,36,15555,2.0,0,1960,17,10,2011,559980.0
סנש חנה 8,9.10.2011,56,12500,3.0,2,1970,9,10,2011,700000.0
אש שלום 26,9.10.2011,35,13142,2.0,2,1950,9,10,2011,459970.0
תורה ועבודה 26,5.10.2011,48,11458,2.0,2,1967,5,10,2011,549984.0
תורה ועבודה 19,20.9.2011,39,12923,2.0,4,1970,20,9,2011,503997.0
הרב נורוק 4,8.9.2011,80,3750,2.5,0,1963,8,9,2011,300000.0
שניאור זלמן 5,1.9.2011,64,11875,3.0,1,1980,1,9,2011,760000.0
פנינת הים 25,1.9.2011,147,15306,6.0,2,2003,1,9,2011,2249982.0
שניאור זלמן 37,28.8.2011,46,14130,3.0,1,1964,28,8,2011,649980.0
שניאור זלמן 22,26.8.2011,70,10571,4.0,2,1970,26,8,2011,739970.0
אריאב חיים 6,25.8.2011,39,15641,3.0,3,1970,25,8,2011,609999.0
סנש חנה 8,23.8.2011,90,10055,5.0,2,1960,23,8,2011,904950.0
הכנסת 5,16.8.2011,46,10434,3.0,2,1800,16,8,2011,479964.0
תורה ועבודה 17,14.8.2011,83,9638,4.0,1,1950,14,8,2011,799954.0
"ש""י עגנון 8",7.8.2011,60,10833,3.0,2,1980,7,8,2011,649980.0
ספינת השלושה 15,29.7.2011,35,13857,2.0,2,1960,29,7,2011,484995.0
צייטלין 2,27.7.2011,47,7446,3.0,1,1980,27,7,2011,349962.0
יעקוב חזן 11,24.7.2011,127,16377,5.0,1,1992,24,7,2011,2079879.0
אנילביץ 13,14.7.2011,109,10321,5.5,1,1958,14,7,2011,1124989.0
הרב נורוק 6,7.7.2011,44,12500,3.0,3,1975,7,7,2011,550000.0
אש שלום 16,5.7.2011,153,6862,5.0,0,2000,5,7,2011,1049886.0
גולינקין 3,5.7.2011,47,13914,3.0,2,1800,5,7,2011,653958.0
משורר השואה 9,30.6.2011,47,14468,3.0,1,1960,30,6,2011,679996.0
תדהר דוד 4,30.6.2011,35,17142,2.0,1,1970,30,6,2011,599970.0
"עגנון ש""י 11",23.6.2011,42,11904,3.0,3,1964,23,6,2011,499968.0
"ש""י עגנון 22",17.6.2011,29,18620,2.0,3,1975,17,6,2011,539980.0
אנילביץ 19,9.6.2011,130,7538,4.0,3,1964,9,6,2011,979940.0
שניאור זלמן 30,7.6.2011,48,12708,3.0,4,1965,7,6,2011,609984.0
אנילביץ 18,1.6.2011,64,9531,3.0,3,1994,1,6,2011,609984.0
הרב נורוק 12,27.5.2011,80,10312,4.0,3,1970,27,5,2011,824960.0
גולינקין 8,26.5.2011,47,15106,3.0,1,1970,26,5,2011,709982.0
תדהר דוד 6,19.5.2011,50,13000,3.0,4,1979,19,5,2011,650000.0
הרב מינץ 12,18.5.2011,56,10321,3.0,1,1985,18,5,2011,577976.0
קורצ'ק יאנוש 8,4.5.2011,64,13125,3.0,1,1800,4,5,2011,840000.0
פנינת הים 21,4.5.2011,140,17000,6.5,2,2003,4,5,2011,2380000.0
נתן שלמה 13,4.5.2011,26,29807,2.0,0,1800,4,5,2011,774982.0
שניאור זלמן 7,1.5.2011,74,11621,3.0,2,1990,1,5,2011,859954.0
שניאור זלמן 36,27.4.2011,40,15000,3.0,2,1990,27,4,2011,600000.0
מנדלי 9,14.4.2011,100,12000,5.0,2,1965,14,4,2011,1200000.0
ארנון משה 3 ראשון לציון,13.4.2011,80,11937,4.0,1,1970,13,4,2011,954960.0
"ש""י עגנון 26",13.4.2011,60,11333,3.0,1,1990,13,4,2011,679980.0
הרב נורוק 5,30.3.2011,36,13055,2.0,1,1950,30,3,2011,469980.0
תורה ועבודה 26,30.3.2011,48,13333,3.0,2,2000,30,3,2011,639984.0
אנילביץ 8,29.3.2011,63,11746,3.0,3,1970,29,3,2011,739998.0
כהן יעקב 38,27.3.2011,63,5952,3.0,2,1985,27,3,2011,374976.0
תורה ועבודה 23,25.3.2011,40,14375,2.0,3,1800,25,3,2011,575000.0
אנילביץ 29,25.3.2011,35,16228,2.0,1,1975,25,3,2011,567980.0
שניאור זלמן 38,22.3.2011,27,11415,2.0,1,1800,22,3,2011,308205.0
"עגנון ש""י 13",20.3.2011,42,14761,3.0,2,1975,20,3,2011,619962.0
"אנילביץ' 24, ראשון לציון",20.3.2011,57,13157,5.0,3,1975,20,3,2011,749949.0
אריאב חיים 2,16.3.2011,37,14864,2.0,2,2000,16,3,2011,549968.0
הרב נורוק 4,15.3.2011,36,14444,2.0,3,1980,15,3,2011,519984.0
אנילביץ 30,7.3.2011,104,7980,5.0,3,1941,7,3,2011,829920.0
אנילביץ 13,27.2.2011,40,16125,3.0,1,1970,27,2,2011,645000.0
הדוגית 70,24.2.2011,96,13281,4.0,2,1990,24,2,2011,1274976.0
קורצ'ק יאנוש 8,14.2.2011,64,13359,3.0,6,1995,14,2,2011,854976.0
אריאב חיים 8,11.2.2011,56,9464,3.0,0,1965,11,2,2011,529984.0
"עגנון ש""י 15",9.2.2011,42,15476,3.0,1,1970,9,2,2011,649992.0
אריאב חיים 9,8.2.2011,35,13142,2.0,4,1800,8,2,2011,459970.0
אנילביץ 25,6.2.2011,75,9333,4.0,3,1970,6,2,2011,699975.0
הרב מינץ 9,6.2.2011,35,14142,2.0,4,1960,6,2,2011,494970.0
נתן שלמה 15,1.2.2011,35,12857,2.5,1,1960,1,2,2011,449995.0
סנש חנה 13,26.1.2011,35,14342,2.0,2,1970,26,1,2011,501970.0
אש שלום 12,19.1.2011,34,18823,2.5,2,1975,19,1,2011,639982.0
קורצ'ק יאנוש 12,17.1.2011,70,12642,3.0,4,1995,17,1,2011,884940.0
אנילביץ 7,13.1.2011,48,17083,3.0,2,1976,13,1,2011,819984.0
תורה ועבודה 12,11.1.2011,39,15897,3.0,3,1970,11,1,2011,619983.0
קורצ'ק יאנוש 8,20.12.2010,62,12580,3.0,3,1997,20,12,2010,779960.0
שניאור זלמן 18,30.11.2010,100,8300,5.0,0,1985,30,11,2010,830000.0
הרב מינץ 14,28.11.2010,54,10740,3.0,0,1975,28,11,2010,579960.0
הרב נורוק 3,28.11.2010,36,13194,2.0,1,1970,28,11,2010,474984.0
מלכי ישראל 5,25.11.2010,165,10818,6.0,0,1995,25,11,2010,1784970.0
אנילביץ 18,23.11.2010,60,10333,3.0,3,1980,23,11,2010,619980.0
אריאב חיים 3,17.11.2010,40,15250,3.0,4,1975,17,11,2010,610000.0
יעקוב חזן 15,10.11.2010,127,16456,5.0,0,1990,10,11,2010,2089912.0
"ש""י עגנון 26",2.11.2010,29,17241,2.0,1,1960,2,11,2010,499989.0
