adrass,date,squre,price for meter,num of rooms,flor,year build,Day,Month,Year,total price
עמיחי בנחלה,19.11.2020,140,19285,5.0,5,2012,19,11,2020,2699900.0
כהן אלי 14,12.11.2020,47,51489,2.0,1,1950,12,11,2020,2419983.0
צרפתי יוניק ראשון לציון,11.11.2020,144,24479,5.0,7,2014,11,11,2020,3524976.0
חלומות נחלת ראשון לציון,5.11.2020,137,27233,5.0,9,2018,5,11,2020,3730921.0
סעדיה ומשה בשארי 6,5.11.2020,122,23360,5.0,6,2010,5,11,2020,2849920.0
הרצל 8,5.11.2020,103,23300,4.0,9,2011,5,11,2020,2399900.0
בוטיק נחלת יהודה,26.10.2020,124,20564,5.0,4,2012,26,10,2020,2549936.0
נחלת יהודה 7,21.10.2020,126,15079,5.0,5,1995,21,10,2020,1899954.0
אודור בוטיק - ראשון לציון,19.10.2020,118,21779,4.0,99,2019,19,10,2020,2569922.0
נחלת יהודה 34,6.10.2020,107,17663,4.0,5,1990,6,10,2020,1889941.0
בשארי סעדיה ויוסף 8,30.9.2020,103,22815,4.0,1,2015,30,9,2020,2349945.0
נחלת יהודה 23,30.9.2020,105,21619,4.0,10,2009,30,9,2020,2269995.0
קלוד נחמיאס ברקפות מתחם א ראשון לציון,24.9.2020,132,23106,5.0,0,2019,24,9,2020,3049992.0
נחלת יהודה 21,18.9.2020,130,9576,5.0,4,2005,18,9,2020,1244880.0
פוזננסקי 2 ראשון לציון,17.9.2020,128,18750,5.0,8,2020,17,9,2020,2400000.0
נחלת יהודה 9,16.9.2020,108,20740,5.0,3,1997,16,9,2020,2239920.0
משולם לוינשטיין בנחלת יהודה מתחם א ראשון לציון,10.9.2020,134,7485,5.5,8,2020,10,9,2020,1002990.0
נחלת יהודה 9,8.9.2020,80,23950,3.5,17,2019,8,9,2020,1916000.0
THE NEW RISHON LEZION,6.9.2020,84,16666,4.0,6,2022,6,9,2020,1399944.0
עמיחי בנחלה,3.9.2020,121,19008,4.0,4,2012,3,9,2020,2299968.0
נחלת יהודה 9,2.9.2020,69,20546,3.0,12,2019,2,9,2020,1417674.0
נחלת יהודה 9,2.9.2020,69,19960,3.0,12,2019,2,9,2020,1377240.0
נחלת יהודה 9,2.9.2020,69,20362,3.0,11,2019,2,9,2020,1404978.0
עומר דבורה 4,30.8.2020,73,26520,3.0,5,2015,30,8,2020,1935960.0
דוניץ - קרית האמנים,24.8.2020,126,18769,5.0,7,2022,24,8,2020,2364894.0
נחלת יהודה ,19.8.2020,137,13400,6.0,2,2020,19,8,2020,1835800.0
פרויקט Y ראשון לציון,17.8.2020,87,25862,4.0,2,2011,17,8,2020,2249994.0
נחלת יהודה 26,13.8.2020,102,20882,4.5,1,2004,13,8,2020,2129964.0
נחלת יהודה ,13.8.2020,130,18523,5.0,17,2019,13,8,2020,2407990.0
נחלת יהודה 7,11.8.2020,96,27083,4.0,11,2003,11,8,2020,2599968.0
דרור 36 ראשון לציון,4.8.2020,67,20298,3.0,2,1960,4,8,2020,1359966.0
נחלת יהודה 8,2.8.2020,76,23421,3.5,3,2008,2,8,2020,1779996.0
חלומות נחלת ראשון לציון,2.8.2020,122,25508,5.0,10,2018,2,8,2020,3111976.0
נחלת יהודה 6,2.8.2020,75,19333,3.5,2,1960,2,8,2020,1449975.0
חלומות נחלת ראשון לציון,22.7.2020,115,24817,5.0,5,2018,22,7,2020,2853955.0
פרויקט Y9 - Y,21.7.2020,122,22541,5.0,6,2017,21,7,2020,2750002.0
חלומות נחלת ראשון לציון,19.7.2020,133,24954,5.0,8,2018,19,7,2020,3318882.0
פרויקט Y ראשון לציון,14.7.2020,100,24800,4.0,4,2011,14,7,2020,2480000.0
שמריהו לוין 6,12.7.2020,247,18218,5.0,0,2014,12,7,2020,4499846.0
Y7 נחלת יהודה - ראשון לציון,8.7.2020,126,21230,5.0,5,2015,8,7,2020,2674980.0
פרשקובסקי בנחלת החדשה,7.7.2020,86,21627,3.0,1,2013,7,7,2020,1859922.0
ראשון בנחלה,16.6.2020,111,20900,4.0,1,2011,16,6,2020,2319900.0
אלישע 22,13.5.2020,295,17966,6.0,0,2019,13,5,2020,5299970.0
בשארי סעדיה ויוסף 6,12.5.2020,102,21568,4.0,6,2012,12,5,2020,2199936.0
המורה אברהם 11,7.4.2020,318,16666,6.0,0,2013,7,4,2020,5299788.0
צרפתי יוניק ראשון לציון,16.3.2020,122,28299,4.0,10,2013,16,3,2020,3452478.0
חלומות נחלת ראשון לציון,5.3.2020,115,25582,5.0,7,2019,5,3,2020,2941930.0
בירנבוים בנחלה,3.3.2020,120,22916,5.0,5,2017,3,3,2020,2749920.0
עומר דבורה 4,2.3.2020,82,23170,3.0,6,2015,2,3,2020,1899940.0
נחמוני 44,25.2.2020,207,24879,5.0,0,2013,25,2,2020,5149953.0
אחוזת איתמר,18.2.2020,145,21158,5.0,7,2018,18,2,2020,3067910.0
חלומות נחלת ראשון לציון,16.2.2020,115,25408,5.0,6,2018,16,2,2020,2921920.0
Concept ‏ בנחלת החדשה,16.2.2020,120,22083,5.0,2,2013,16,2,2020,2649960.0
סעדיה ומשה בשארי 6,29.1.2020,122,20491,5.0,6,2012,29,1,2020,2499902.0
פרשקובסקי בנחלת החדשה,29.1.2020,169,20118,5.0,0,2010,29,1,2020,3399942.0
חלומות נחלת ראשון לציון,28.1.2020,115,21486,5.0,1,2018,28,1,2020,2470890.0
חלומות נחלת ראשון לציון,27.1.2020,115,25347,5.0,6,2018,27,1,2020,2914905.0
חלומות נחלת ראשון לציון,27.1.2020,112,22214,5.0,1,2018,27,1,2020,2487968.0
כהן אלי 11,27.1.2020,57,22807,4.0,1,1970,27,1,2020,1299999.0
חלומות נחלת ראשון לציון,26.1.2020,101,23821,4.0,8,2018,26,1,2020,2405921.0
פוזננסקי 2 ראשון לציון,23.1.2020,128,18203,5.0,11,2020,23,1,2020,2329984.0
פרויקט Y ראשון לציון - מתחם דרום מזרחי,21.1.2020,117,24358,5.0,4,2018,21,1,2020,2849886.0
חלומות נחלת ראשון לציון,13.1.2020,115,21695,5.0,1,2018,13,1,2020,2494925.0
פרשקובסקי בנחלת החדשה,8.1.2020,110,21454,4.0,5,2014,8,1,2020,2359940.0
חלומות נחלת ראשון לציון,8.1.2020,112,24080,5.0,10,2018,8,1,2020,2696960.0
נחלת יהודה 6,2.1.2020,250,18200,7.0,0,2017,2,1,2020,4550000.0
פרויקט Y ראשון לציון,31.12.2019,120,19791,5.0,1,2013,31,12,2019,2374920.0
עמיחי בנחלה,26.12.2019,116,19396,4.0,8,2012,26,12,2019,2249936.0
ראשון בנחלה,25.12.2019,99,23535,4.0,5,2015,25,12,2019,2329965.0
פרויקט Y9 - Y,22.12.2019,101,23465,4.0,4,2017,22,12,2019,2369965.0
חלומות נחלת ראשון לציון,19.12.2019,112,23125,5.0,6,2018,19,12,2019,2590000.0
רבי יוסף בוכריץ 26,15.12.2019,150,27791,5.0,0,2010,15,12,2019,4168650.0
עמיחי בנחלה,8.12.2019,121,19008,4.0,6,2012,8,12,2019,2299968.0
אינו ידוע 10,5.12.2019,221,21493,6.0,0,2012,5,12,2019,4749953.0
עמיחי בנחלה,1.12.2019,94,25531,4.0,4,2011,1,12,2019,2399914.0
פרויקט Y ראשון לציון,27.11.2019,112,25000,5.0,6,2014,27,11,2019,2800000.0
חלומות נחלת ראשון לציון,27.11.2019,112,22366,5.0,2,2019,27,11,2019,2504992.0
חלומות נחלת ראשון לציון,26.11.2019,112,22937,5.0,5,2018,26,11,2019,2568944.0
חלומות נחלת ראשון לציון,20.11.2019,139,24870,5.0,12,2018,20,11,2019,3456930.0
חלומות נחלת ראשון לציון,18.11.2019,115,24934,5.0,6,2018,18,11,2019,2867410.0
חלומות נחלת ראשון לציון,18.11.2019,139,24575,5.0,10,2018,18,11,2019,3415925.0
חלומות נחלת ראשון לציון,14.11.2019,115,21808,5.0,3,2019,14,11,2019,2507920.0
חלומות נחלת ראשון לציון,14.11.2019,113,23778,5.0,7,2018,14,11,2019,2686914.0
חלומות נחלת ראשון לציון,14.11.2019,115,21634,5.0,2,2018,14,11,2019,2487910.0
פרשקובסקי בנחלת החדשה,13.11.2019,126,21230,5.0,7,2012,13,11,2019,2674980.0
הנחלה 1,13.11.2019,285,16666,5.0,0,2010,13,11,2019,4749810.0
חלומות נחלת ראשון לציון,11.11.2019,115,21634,5.0,2,2018,11,11,2019,2487910.0
חלומות נחלת ראשון לציון,11.11.2019,74,27108,3.0,6,2018,11,11,2019,2005992.0
חלומות נחלת ראשון לציון,10.11.2019,115,21982,5.0,4,2018,10,11,2019,2527930.0
