adrass,date,squre,price for meter,num of rooms,flor,year build,Day,Month,Year,total price
ראשון בנחלה,24.6.2013,160,18125,5.0,13,2013,24,6,2013,2900000.0
פרויקט Y ראשון לציון,23.6.2013,111,18902,5.0,9,2013,23,6,2013,2098122.0
עמיחי בנחלה,23.6.2013,125,17800,5.0,10,2012,23,6,2013,2225000.0
אוזן אהרון 24,18.6.2013,266,11729,6.0,0,2013,18,6,2013,3119914.0
Y7 נחלת יהודה - ראשון לציון,18.6.2013,117,16222,5.0,6,2013,18,6,2013,1897974.0
עמיחי בנחלה,12.6.2013,104,17211,4.0,0,2012,12,6,2013,1789944.0
פרויקט Y ראשון לציון,7.6.2013,98,17908,3.0,6,2012,7,6,2013,1754984.0
פרויקט Y ראשון לציון,6.6.2013,79,17088,3.0,5,2013,6,6,2013,1349952.0
עמיחי בנחלה,6.6.2013,120,15833,5.0,5,2013,6,6,2013,1899960.0
פרויקט Y ראשון לציון,6.6.2013,120,16333,5.0,4,2013,6,6,2013,1959960.0
צרפתי יוניק ראשון לציון,4.6.2013,168,17857,5.0,11,2013,4,6,2013,2999976.0
Y7 נחלת יהודה - ראשון לציון,31.5.2013,98,15969,4.0,1,2013,31,5,2013,1564962.0
ראשון לציון 12,30.5.2013,200,17400,6.0,0,2012,30,5,2013,3480000.0
Y7 נחלת יהודה - ראשון לציון,29.5.2013,117,15769,5.0,4,2013,29,5,2013,1844973.0
פרויקט Y ראשון לציון,28.5.2013,79,18164,3.0,10,2013,28,5,2013,1434956.0
פרויקט Y ראשון לציון,26.5.2013,79,16962,3.0,4,2012,26,5,2013,1339998.0
צרפתי יוניק ראשון לציון,22.5.2013,168,18601,5.0,11,2013,22,5,2013,3124968.0
נחלת יהודה 24,22.5.2013,248,13709,5.0,0,2012,22,5,2013,3399832.0
אוזן אהרון 26,13.5.2013,268,12126,7.0,0,2013,13,5,2013,3249768.0
Concept ‏ בנחלת החדשה,12.5.2013,140,19642,4.0,9,2013,12,5,2013,2749880.0
פרויקט Y ראשון לציון,12.5.2013,110,17853,5.0,6,2013,12,5,2013,1963830.0
פרויקט Y ראשון לציון,12.5.2013,111,20442,5.0,7,2013,12,5,2013,2269062.0
פרויקט Y ראשון לציון,9.5.2013,129,17945,5.0,5,2011,9,5,2013,2314905.0
ראשון לציון 10,8.5.2013,305,11147,5.0,0,2011,8,5,2013,3399835.0
פרויקט Y ראשון לציון,7.5.2013,100,19943,4.0,12,2013,7,5,2013,1994300.0
בוטיק נחלת יהודה,6.5.2013,120,19166,5.0,0,2012,6,5,2013,2299920.0
Y7 נחלת יהודה - ראשון לציון,6.5.2013,125,15300,5.0,6,2015,6,5,2013,1912500.0
כהן אלי 11,3.5.2013,325,9230,7.0,0,2012,3,5,2013,2999750.0
עמיחי בנחלה,2.5.2013,104,16225,4.0,8,2015,2,5,2013,1687400.0
פרויקט Y ראשון לציון,1.5.2013,104,17171,4.0,7,2015,1,5,2013,1785784.0
צרפתי יוניק ראשון לציון,30.4.2013,131,19727,5.0,7,2013,30,4,2013,2584237.0
נחמוני 67,30.4.2013,254,11929,6.0,0,2012,30,4,2013,3029966.0
נחמוני 69,30.4.2013,250,12320,6.0,0,2012,30,4,2013,3080000.0
פרויקט Y ראשון לציון,29.4.2013,105,18655,4.0,11,2013,29,4,2013,1958775.0
פרויקט Y ראשון לציון,28.4.2013,80,21250,4.0,4,2000,28,4,2013,1700000.0
פרויקט Y ראשון לציון,28.4.2013,161,23384,5.0,15,2013,28,4,2013,3764824.0
פרויקט Y ראשון לציון,21.4.2013,120,15062,5.0,1,2010,21,4,2013,1807440.0
עמיחי בנחלה,14.4.2013,125,15120,5.0,6,2013,14,4,2013,1890000.0
צרפתי יוניק ראשון לציון,7.4.2013,132,17386,5.0,10,2013,7,4,2013,2294952.0
צרפתי יוניק ראשון לציון,7.4.2013,123,15325,5.0,3,2012,7,4,2013,1884975.0
עמיחי בנחלה,20.3.2013,125,17200,5.0,9,2013,20,3,2013,2150000.0
צרפתי יוניק ראשון לציון,20.3.2013,132,17272,5.0,9,2013,20,3,2013,2279904.0
ראשון בנחלה,20.3.2013,75,23733,4.0,2,2005,20,3,2013,1779975.0
בוטיק נחלת יהודה,19.3.2013,125,20400,5.0,8,2012,19,3,2013,2550000.0
נחמוני 35,12.3.2013,236,12627,5.0,0,2011,12,3,2013,2979972.0
ראשון בנחלה,10.3.2013,106,16509,4.0,11,2012,10,3,2013,1749954.0
שורשים בנחלה ראשון לציון,7.3.2013,157,19904,5.0,9,2013,7,3,2013,3124928.0
צרפתי יוניק ראשון לציון,4.3.2013,124,14314,4.5,1,2013,4,3,2013,1774936.0
בוטיק נחלת יהודה,3.3.2013,120,14250,5.0,1,2012,3,3,2013,1710000.0
שורשים בנחלה ראשון לציון,21.2.2013,130,16538,5.0,8,2013,21,2,2013,2149940.0
פרשקובסקי בנחלת החדשה,17.2.2013,100,36000,5.0,11,2012,17,2,2013,3600000.0
פרויקט Y ראשון לציון,17.2.2013,107,16144,4.0,6,2013,17,2,2013,1727408.0
ראשון בנחלה,13.2.2013,160,18357,5.0,14,2013,13,2,2013,2937120.0
פרויקט Y ראשון לציון,7.2.2013,125,17908,5.0,12,2013,7,2,2013,2238500.0
פרויקט Y ראשון לציון,4.2.2013,81,17469,3.0,2,2013,4,2,2013,1414989.0
1 22,4.2.2013,257,12840,7.0,0,2012,4,2,2013,3299880.0
צרפתי יוניק ראשון לציון,29.1.2013,124,14153,4.5,1,2012,29,1,2013,1754972.0
צרפתי יוניק ראשון לציון,27.1.2013,132,17462,5.0,10,2012,27,1,2013,2304984.0
בוטיק נחלת יהודה,21.1.2013,125,20000,5.0,9,2012,21,1,2013,2500000.0
נחלת יהודה 99,21.1.2013,200,17350,6.0,0,2012,21,1,2013,3470000.0
פרויקט Y ראשון לציון,20.1.2013,113,14247,4.0,1,2013,20,1,2013,1609911.0
צרפתי יוניק ראשון לציון,16.1.2013,132,17045,5.0,9,2012,16,1,2013,2249940.0
עמיחי בנחלה,16.1.2013,107,16822,4.0,0,2011,16,1,2013,1799954.0
בראשית - נחלת יהודה ראשון לציון,16.1.2013,98,16836,4.0,3,2011,16,1,2013,1649928.0
הבנים 9,14.1.2013,300,13100,1.0,0,1800,14,1,2013,3930000.0
פרויקט Y ראשון לציון,14.1.2013,143,20137,5.0,9,2011,14,1,2013,2879591.0
נחמוני ,14.1.2013,150,21333,6.0,0,2011,14,1,2013,3199950.0
עמיחי בנחלה,14.1.2013,120,14833,5.0,1,2012,14,1,2013,1779960.0
נחלת יהודה 9,13.1.2013,313,11182,6.0,0,1800,13,1,2013,3499966.0
פרויקט Y ראשון לציון,3.1.2013,160,17125,5.0,9,2013,3,1,2013,2740000.0
פרויקט Y ראשון לציון,1.1.2013,1236,1476,5.0,2,2011,1,1,2013,1824336.0
עמיחי בנחלה,30.12.2012,104,18918,5.0,7,2013,30,12,2012,1967472.0
צרפתי יוניק ראשון לציון,26.12.2012,123,18292,4.5,1,2013,26,12,2012,2249916.0
פרויקט Y ראשון לציון,23.12.2012,125,15686,5.0,7,2012,23,12,2012,1960750.0
עמיחי בנחלה,23.12.2012,126,14958,5.0,4,2012,23,12,2012,1884708.0
עמיחי בנחלה,18.12.2012,100,16500,4.0,7,2012,18,12,2012,1650000.0
נחלת יהודה 23,16.12.2012,270,10555,5.0,0,2012,16,12,2012,2849850.0
פרשקובסקי בנחלת החדשה,13.12.2012,107,16074,4.0,1,2011,13,12,2012,1719918.0
העצמאות 37,13.12.2012,124,17544,5.0,7,2013,13,12,2012,2175456.0
צרפתי יוניק ראשון לציון,12.12.2012,123,14634,5.0,2,2013,12,12,2012,1799982.0
פרויקט Y ראשון לציון,12.12.2012,100,17155,4.0,8,2014,12,12,2012,1715500.0
פינסקר 25,12.12.2012,300,12500,6.0,0,2012,12,12,2012,3750000.0
פינסקר 18,12.12.2012,281,17081,7.5,2,2012,12,12,2012,4799761.0
עמיחי בנחלה,11.12.2012,130,15419,5.0,9,2012,11,12,2012,2004470.0
צרפתי יוניק ראשון לציון,10.12.2012,124,16935,4.5,0,2012,10,12,2012,2099940.0
בוטיק נחלת יהודה,3.12.2012,97,19278,4.0,6,2011,3,12,2012,1869966.0
פרויקט Y ראשון לציון,3.12.2012,104,17187,4.0,11,2013,3,12,2012,1787448.0
נחלת יהודה 25,3.12.2012,270,10833,5.0,0,2012,3,12,2012,2924910.0
אורנבך אשר 1,2.12.2012,90,16533,3.0,7,2012,2,12,2012,1487970.0
בוטיק נחלת יהודה,28.11.2012,110,15454,5.0,4,2012,28,11,2012,1699940.0
פרויקט Y ראשון לציון,27.11.2012,125,16000,5.0,11,2013,27,11,2012,2000000.0
נחמוני 49,27.11.2012,220,13000,7.0,3,2010,27,11,2012,2860000.0
פרויקט Y ראשון לציון,26.11.2012,151,19205,5.0,9,2013,26,11,2012,2899955.0
סימונובסקי משה 6,22.11.2012,85,17058,4.0,2,1998,22,11,2012,1449930.0
בוטיק נחלת יהודה,21.11.2012,100,16400,4.0,3,2012,21,11,2012,1640000.0
פרויקט Y ראשון לציון,21.11.2012,104,16153,4.0,4,2013,21,11,2012,1679912.0
פרויקט Y ראשון לציון,21.11.2012,80,16875,3.0,2,2013,21,11,2012,1350000.0
בוטיק נחלת יהודה,21.11.2012,100,14400,3.0,5,2012,21,11,2012,1440000.0
פרויקט Y ראשון לציון,20.11.2012,104,16826,4.0,8,2013,20,11,2012,1749904.0
נחלת יהודה 34,16.11.2012,245,14285,6.0,0,1800,16,11,2012,3499825.0
פרויקט Y ראשון לציון,14.11.2012,79,19240,3.0,11,2013,14,11,2012,1519960.0
צרפתי יוניק ראשון לציון,13.11.2012,123,15263,5.0,6,2012,13,11,2012,1877349.0
בוטיק נחלת יהודה,8.11.2012,119,16806,5.0,8,2012,8,11,2012,1999914.0
בוטיק נחלת יהודה,7.11.2012,96,16822,4.0,2,2012,7,11,2012,1614912.0
שורשים בנחלה ראשון לציון,7.11.2012,125,17200,5.0,0,2012,7,11,2012,2150000.0
בוטיק נחלת יהודה,6.11.2012,112,15758,5.0,2,2012,6,11,2012,1764896.0
עמיחי בנחלה,5.11.2012,130,14230,5.0,6,2013,5,11,2012,1849900.0
פרויקט Y ראשון לציון,4.11.2012,123,15203,5.0,4,2013,4,11,2012,1869969.0
בוטיק נחלת יהודה,1.11.2012,112,15732,5.0,4,2012,1,11,2012,1761984.0
פרויקט Y ראשון לציון,1.11.2012,79,17412,3.0,3,2012,1,11,2012,1375548.0
נחלת יהודה 39,28.10.2012,118,13983,4.0,0,1920,28,10,2012,1649994.0
פרויקט Y ראשון לציון,23.10.2012,104,15480,4.0,4,2012,23,10,2012,1609920.0
פרויקט Y ראשון לציון,23.10.2012,104,15673,4.0,5,2012,23,10,2012,1629992.0
פרויקט Y ראשון לציון,23.10.2012,125,15200,5.0,6,2012,23,10,2012,1900000.0
שורשים בנחלה ראשון לציון,23.10.2012,130,16552,5.0,7,2013,23,10,2012,2151760.0
נחמוני 3,23.10.2012,200,15150,6.0,0,2011,23,10,2012,3030000.0
צרפתי יוניק ראשון לציון,23.10.2012,123,15263,5.0,3,2013,23,10,2012,1877349.0
Concept ‏ בנחלת החדשה,22.10.2012,125,17501,5.0,8,2012,22,10,2012,2187625.0
פרויקט Y ראשון לציון,17.10.2012,125,15303,5.0,7,2012,17,10,2012,1912875.0
פרויקט Y ראשון לציון,16.10.2012,104,16394,4.0,6,2012,16,10,2012,1704976.0
פרויקט Y ראשון לציון,15.10.2012,113,14159,4.0,1,2012,15,10,2012,1599967.0
בראשית - נחלת יהודה ראשון לציון,15.10.2012,100,16300,4.0,4,2012,15,10,2012,1630000.0
