adrass,date,squre,price for meter,num of rooms,flor,year build,Day,Month,Year,total price
בנבנישתי 10,12.12.2013,244,15081,5.0,0,2002,12,12,2013,3679764.0
אונטרמן 1,5.12.2013,82,17378,4.0,2,1995,5,12,2013,1424996.0
השירה העברית 4,2.12.2013,65,19615,3.0,2,1995,2,12,2013,1274975.0
נסיה 9,1.12.2013,41,26463,2.5,2,1999,1,12,2013,1084983.0
אלתרמן 8,29.11.2013,65,19230,3.0,1,1998,29,11,2013,1249950.0
הרבי מלובביץ 7,26.11.2013,85,17647,4.0,2,1998,26,11,2013,1499995.0
השירה העברית 4,20.11.2013,65,19538,3.0,0,1998,20,11,2013,1269970.0
אונטרמן 6,19.11.2013,67,19179,3.0,5,1996,19,11,2013,1284993.0
בן סרוק 4,14.11.2013,99,16595,4.0,8,2000,14,11,2013,1642905.0
גור 10,11.11.2013,131,19847,5.0,5,2002,11,11,2013,2599957.0
"נריה,נרב 4",7.11.2013,101,14356,4.0,8,2010,7,11,2013,1449956.0
אונטרמן 1,3.11.2013,82,15853,4.0,6,1997,3,11,2013,1299946.0
תור הזהב 18,3.11.2013,65,19692,3.0,6,2000,3,11,2013,1279980.0
נסיה 8,3.11.2013,110,16818,5.0,3,1997,3,11,2013,1849980.0
"הרשב""א 10",30.10.2013,124,16935,4.0,11,2000,30,10,2013,2099940.0
אבן גבירול 8,30.10.2013,115,17478,5.0,0,1990,30,10,2013,2009970.0
מורשת ישראל 12,29.10.2013,65,16923,3.0,7,1998,29,10,2013,1099995.0
"הרשב""א 4",28.10.2013,119,19159,4.0,11,2000,28,10,2013,2279921.0
"הרשב""א 2",18.10.2013,90,15444,4.0,2,2001,18,10,2013,1389960.0
אבן גבירול 24,17.10.2013,89,17528,4.0,2,1997,17,10,2013,1559992.0
בן סרוק 4,13.10.2013,60,20616,3.0,3,2001,13,10,2013,1236960.0
אלקבץ 11,8.10.2013,110,15909,5.0,8,1998,8,10,2013,1749990.0
קאפח 11,1.10.2013,100,15500,5.0,6,1997,1,10,2013,1550000.0
קלישר 12,30.9.2013,65,18615,3.0,1,1888,30,9,2013,1209975.0
גור 16,15.9.2013,93,16666,4.0,1,2001,15,9,2013,1549938.0
בן סרוק 4,11.9.2013,96,15625,4.0,5,1997,11,9,2013,1500000.0
הנגיד 5,10.9.2013,69,14492,3.0,7,1997,10,9,2013,999948.0
נסיה 9,9.9.2013,41,26585,2.5,6,2003,9,9,2013,1089985.0
אונטרמן 12,9.9.2013,82,16829,4.0,3,1997,9,9,2013,1379978.0
אלתרמן 4,8.9.2013,65,19279,3.0,1,1800,8,9,2013,1253135.0
הרב אונטרמן 4 ראשון לציון,2.9.2013,111,14774,5.0,1,2012,2,9,2013,1639914.0
אונטרמן 6,2.9.2013,96,16250,4.0,5,1997,2,9,2013,1560000.0
אבא קובנר 11,1.9.2013,143,21678,6.0,0,2000,1,9,2013,3099954.0
השירה העברית 6,30.8.2013,65,20769,3.0,7,1995,30,8,2013,1349985.0
נסיה 17,15.8.2013,125,13520,5.0,0,1997,15,8,2013,1690000.0
נסיה 8,15.8.2013,104,16346,4.0,10,1998,15,8,2013,1699984.0
תור הזהב 13,15.8.2013,65,20461,3.0,5,2000,15,8,2013,1329965.0
גור 17,6.8.2013,82,19024,4.0,4,2006,6,8,2013,1559968.0
הרבי מלובביץ 16,2.8.2013,65,19230,3.0,0,2000,2,8,2013,1249950.0
נסיה 8,31.7.2013,120,15833,5.0,8,1998,31,7,2013,1899960.0
קאפח 11,28.7.2013,75,17200,3.0,10,1999,28,7,2013,1290000.0
נסיה 13,25.7.2013,127,11511,5.0,1,1997,25,7,2013,1461897.0
תור הזהב 11,23.7.2013,65,19076,3.0,8,1997,23,7,2013,1239940.0
אלקבץ 3,21.7.2013,97,16597,4.0,2,1999,21,7,2013,1609909.0
אלתרמן 7,17.7.2013,104,20432,5.0,0,1997,17,7,2013,2124928.0
נסיה 14,11.7.2013,97,17010,4.0,5,2000,11,7,2013,1649970.0
הנגיד 12,9.7.2013,82,17256,4.0,8,1998,9,7,2013,1414992.0
קאפח 3,8.7.2013,114,18201,5.0,9,2009,8,7,2013,2074914.0
"ריב""ל 4",7.7.2013,100,15000,4.0,5,1998,7,7,2013,1500000.0
גור 13,7.7.2013,90,17666,4.0,2,2005,7,7,2013,1589940.0
בן סרוק 16,7.7.2013,65,19753,3.0,2,1997,7,7,2013,1283945.0
"הרשב""א 16",4.7.2013,97,16288,4.0,2,1997,4,7,2013,1579936.0
קאפח 3,2.7.2013,111,15315,4.5,7,1995,2,7,2013,1699965.0
קאפח 11,2.7.2013,90,17444,4.0,4,1999,2,7,2013,1569960.0
בן סרוק 12,1.7.2013,69,19492,3.5,8,1998,1,7,2013,1344948.0
הנגיד 20,1.7.2013,65,19538,3.0,2,1995,1,7,2013,1269970.0
הרבי מלובביץ 26,26.6.2013,73,14794,3.0,2,1998,26,6,2013,1079962.0
תור הזהב 11,18.6.2013,65,17692,3.0,6,1995,18,6,2013,1149980.0
הרב אונטרמן 4 ראשון לציון,17.6.2013,102,15911,4.0,6,2012,17,6,2013,1622922.0
קאפח 3,17.6.2013,65,19230,3.0,2,1997,17,6,2013,1249950.0
קאפח 3,17.6.2013,100,17000,3.5,4,2000,17,6,2013,1700000.0
אלקבץ 3,16.6.2013,65,20615,3.0,1,1998,16,6,2013,1339975.0
גור 3,12.6.2013,80,20375,4.0,0,1996,12,6,2013,1630000.0
"הרשב""א 13",12.6.2013,108,16574,5.0,9,1998,12,6,2013,1789992.0
אלקבץ 7,10.6.2013,65,20461,3.0,4,2000,10,6,2013,1329965.0
הרב אונטרמן 4 ראשון לציון,6.6.2013,112,15000,5.0,3,2008,6,6,2013,1680000.0
הרב אונטרמן 4 ראשון לציון,6.6.2013,112,15089,5.0,4,1991,6,6,2013,1689968.0
שלונסקי 24,6.6.2013,143,15524,5.0,1,1800,6,6,2013,2219932.0
הרב אונטרמן 4 ראשון לציון,4.6.2013,112,14732,5.0,2,2012,4,6,2013,1649984.0
בן סרוק 10,4.6.2013,83,19457,4.0,8,1998,4,6,2013,1614931.0
בן סרוק 4,4.6.2013,96,16614,4.0,4,1997,4,6,2013,1594944.0
מורשת ישראל 9,3.6.2013,82,17073,4.0,8,1995,3,6,2013,1399986.0
אלקבץ 3,31.5.2013,120,15666,5.0,4,1995,31,5,2013,1879920.0
בן סרוק 12,30.5.2013,108,17453,5.0,5,1997,30,5,2013,1884924.0
מורשת ישראל 12,29.5.2013,65,19230,3.0,6,1997,29,5,2013,1249950.0
שלונסקי 6,29.5.2013,150,15586,5.0,2,2003,29,5,2013,2337900.0
מורשת ישראל 9,22.5.2013,65,18769,3.0,2,1998,22,5,2013,1219985.0
אבא קובנר 1,17.5.2013,143,21468,6.0,0,2000,17,5,2013,3069924.0
שלונסקי 18 ראשון לציון,13.5.2013,160,16535,5.0,3,2011,13,5,2013,2645600.0
מורשת ישראל 18,12.5.2013,65,20000,3.0,4,2000,12,5,2013,1300000.0
גור 13,12.5.2013,88,19204,4.0,4,2005,12,5,2013,1689952.0
נסיה 12,10.5.2013,82,17865,4.0,4,1996,10,5,2013,1464930.0
"ריב""ל 10",9.5.2013,115,13739,5.0,10,2001,9,5,2013,1579985.0
גור 13,9.5.2013,88,19318,4.0,2,2003,9,5,2013,1699984.0
קלישר 18,8.5.2013,111,18018,5.0,3,1997,8,5,2013,1999998.0
אונטרמן 1,5.5.2013,66,20757,4.0,5,1997,5,5,2013,1369962.0
"הרשב""א 11",5.5.2013,81,17407,4.0,0,1999,5,5,2013,1409967.0
הרב אונטרמן 4 ראשון לציון,3.5.2013,111,15495,5.0,4,2012,3,5,2013,1719945.0
אלחריזי 13,3.5.2013,145,17413,6.0,1,1996,3,5,2013,2524885.0
אבן גבירול 26,3.5.2013,98,15306,4.0,1,1800,3,5,2013,1499988.0
"ריב""ל 10",2.5.2013,99,16515,4.5,0,1998,2,5,2013,1634985.0
1 ,1.5.2013,66,19242,3.0,1,1997,1,5,2013,1269972.0
"הרשב""א 4",30.4.2013,100,20000,4.0,11,1998,30,4,2013,2000000.0
אבא קובנר 1,30.4.2013,176,16477,6.5,0,1998,30,4,2013,2899952.0
אלחריזי 24,30.4.2013,120,15750,4.0,1,2007,30,4,2013,1890000.0
הרב אונטרמן 4 ראשון לציון,28.4.2013,102,16029,4.0,5,2012,28,4,2013,1634958.0
המשוררת רחל 15,28.4.2013,156,17628,6.0,0,1999,28,4,2013,2749968.0
קאפח 11,26.4.2013,90,18888,5.0,2,1998,26,4,2013,1699920.0
1 ,25.4.2013,69,18115,3.0,1,1800,25,4,2013,1249935.0
קאפח 3,17.4.2013,100,16800,4.0,8,2000,17,4,2013,1680000.0
אלתרמן 7,17.4.2013,100,20000,5.0,0,1997,17,4,2013,2000000.0
"הרשב""א 15",9.4.2013,83,18867,4.0,9,1990,9,4,2013,1565961.0
הרב אונטרמן 4 ראשון לציון,8.4.2013,101,16485,4.0,6,2012,8,4,2013,1664985.0
"ריב""ל 14",8.4.2013,93,13548,4.0,4,1980,8,4,2013,1259964.0
אלחריזי 4,8.4.2013,141,15957,6.0,0,1997,8,4,2013,2249937.0
בן סרוק 2,8.4.2013,65,18769,3.0,1,1998,8,4,2013,1219985.0
"ריב""ל 4",5.4.2013,95,15789,3.5,7,1996,5,4,2013,1499955.0
אלקבץ 9,31.3.2013,109,15302,5.0,5,1800,31,3,2013,1667918.0
נסיה 4,23.3.2013,72,17500,3.0,2,1997,23,3,2013,1260000.0
הרב אונטרמן 4 ראשון לציון,22.3.2013,101,16267,4.0,1,2012,22,3,2013,1642967.0
"הרשב""א 4",21.3.2013,96,16666,4.0,1,1998,21,3,2013,1599936.0
